GameID,PostID,FamilyAID,FamilyBID,GameTitle,FastMoneyID,QS_FastMoney_Q1,QS_FastMoney_Q2,QS_FastMoney_Q3,QS_FastMoney_Q4,QS_FastMoney_Q5,QS_FastMoney_Answers
1876,1093,1980,1972,"Final Car Feud of Season: Rhodeses (Morgantown)(Peggy, Carly, Rebecca, Shannon & Rhonda) v. Kidwells",9742,: How long would you be at a nudist camp before you'd stop staring at others?,: Something a real mouse has that a computer mouse doesn't.,": Besides a birthday card, a kind of greeting card.",: If bugs were the size of humans which would be the scariest?,: Artificial what?,"Peggy: 2hrs (4), tail (25), Christmas (5), spider (30) & limb (4)Carly: :05, batteries, anniversary (27), cockroach (19) & treeUnsaid #1s: Wk. & intelligence"
1877,1093,1979,1981,"Last Game of Season: Kincaids v. Meyerses (Analyn, Jordan, Latoiya, Isaiah & Dionne)",9747,: Something your dog can hear the sound of long before you do.,: On the scale how much of a know-it-all are you?,: What burger?,: A job where you probably get wet a lot.,: Something a doctor might carry w/ him at all times.,"Janna: Whistle (9), 9 (12), big (4), lifeguard (44) & stethoscope (60)Cheryl: Cat (11), 8 (21), cheese (28), aquarium worker (2)Unsaid #1: People/mail carrier || "
1878,1106,1982,1983,"M-U: Meskers (PHX)(Bridget, Ashley, Kailaa, Elizabeth & Josh) v. Scotts (Danville, VA)(Warrick, Chinique, Frank, Danyna & Terry)",9752,: Tell me the age when a girl might be invited to her 1st slumber party.,: A place where it's rude to talk on a cellphone.,: A jewel that might be in a Disney princess' necklace.,: Something on an airplane that's too darn small.,": A famous Mickey.Warrick: 10 (23), church (38), diamond (42), bathroom (41) & Mickey Mouse (45)- ACEDFrank: 8 (18), court, ruby, seats (tied w/ bathroom) & Mickey Mantle",
1879,1111,1980,1985,"M-U: Rhodeses v. Smiths (BAL)(Esther, Larry, Edith, Latarsha & Ted)",9758,: If you were stuck at home for vacation what would you make sure you had lots of?,: Something your boss has that's big.,: Pipe what?,: A pet you might have several of.,: A body part you rub w/ ice cubes on a hot day.,"Peggy: Beer (36), head/ego (31), cleaner (21), dog (38) & leg
Rebecca: Food/soda (39), car (9), dream (37), cat & forehead/face || "
1880,1112,1980,1986,"M-U: Rhodeses v. Gascons (Ewa Beach, HI)(Georgette, Veronica, Mindy, Anjanel & Charmaine)",9763,: Something you thought you lost only to find you've been sitting on it.,: How many different passwords do you have?,: Bird what? (fill in the blank w/ one specific word),: Someone who's done you wrong more than once.,: A place that makes a fortune on Valentine's Day.,"Veronica: Wallet (17), five (20), poop (5), ex(-boyfriend)(30) & flower shop (59)
Georgette: Watch, three (14), walk & boutique
Unsaid #1s: Keys & brain || "
1881,1113,1987,1986,"M-U: Whites (DET)(Rodney, Kenya, Whoodie, AJ & Joshea) v. Gascons",9768,: Acc. to men when a woman says she's almost ready how much longer will you be waiting?,: One thing that could ruin a wedding if it's missing.,: Something people fiddle w/ when they're bored.,: A fruit you might see two guys playing catch w/.,: Something in your car that you adjust.,"Joshua: 30min (35), groom (30), hair (28), apple (44) & seat (53)
Whoodie: Hr. (20), cake, fingernails, orange & gearshift
Unsaid #1: Bride || "
1882,1114,1987,1988,"M-U: Whites v. Zomers (Sioux Falls)(Damon, Dale, Myra, Cierra & Matt Triplett)",9773,: Acc. to women on the scale how luscious are your lips?,: Something that would be painful to be removed from your body.,: Something that everybody usually does everyday.,: Something you see along the side of the street.,: Something a pirate might put on first thing in the morning.,"Damon: 10 (21), tooth (5), brush teeth (27), person (2) & patch (45)
Myra: 8 (10), tattoo (24), eat (23), garbage (cans)(30) & hook (15)
Unsaid #1: 5 || "
1883,1115,1989,1988,"M-U: Williamses (DeSoto)(Katrina, Karen, Tish, Karah & Colby) v. Zomers",9778,: An animal that right now is busy destroying your yard.,: Something that might be full.,: What percentage of your phone calls are from telemarketers?,: Something a bride might do right before she walks down the aisle.,": Other than a banana, a yellow fruit.","Damon: Dog (16), tank (20), 25% (6), cry (37) & lemon (61)
Myra: Gopher (12), dishwasher, 20% (6), kiss dad (9) & grapefruit
Unsaid #1s: Mole, stomach & person (tied) & 50% || "
1884,1116,1979,1991,"M-U: Kincaids v. Kings (MEM)(Cedric, Grace, Sandra, Dianne & Nishia)",9783,: A good rule to follow is don't ever say swear words around who?,: How many drinks can a woman handle before she gets drunk?,: Something a doctor might say (s)he needs from you.,: Carrot what?,: Something women put on in the morning that men don't.,"Janet: Mom (33), 3 (22), temperature, cake (44) & lipstick/makeup (52)
Janna: Kids (32), 2 (21), urine, souffle & perfume
Unsaid #1: Blood || "
1885,1117,1979,1992,"M-U: Kincaids v. Alcoses (Ewa, HI)(Wendy, Penny, Bradda, Annette & Alyssa)",9788,: Who would've thought the clown would turned out to be a stud when he took off his what?,: Which sport has the worst referees?,: On the scale how hungry are you right now?,: Something that comes w/ age.,: An animal that would hate to run out of grass.,"Wendy: Covering over privates, football (25), 8 (9), beauty & cow (53)
Alyssa: Nose (11), soccer (4), 10 (3), wisdom/experience (33) & anteater
Unsaid #1s: Makeup, basketball & 1 || "
1886,1118,1993,1992,"M-U: Tuckers (BUF)(Robert Sr., Alicia, Robert Jr., Aaron & Ashley) v. Alcoses",9793,: I'm dying to know how much my neighbor paid for his what?,: The age when kids start to lose their baby teeth.,: Powder what?,: Someone you wish was as loyal to you as your dog.,: A body part it's OK to show at the beach but not at work.,"Alicia: Home (41), 1 (4), spouse/mate (37) & stomach (53)
Robert Sr.: Car (37), 3 (5), washing, friend (35) & chest
Unsaid #1s: 6 & puff || "
1887,1119,1993,1994,"M-U: Tuckers v. Dawsons (Charleston, WV)(Jason, Jesse, Charli, James & Kim)",9798,: Acc. to men how many pairs of underwear did you buy last yr.?,: Something a cowgirl might wear in a sexy way.,: What's your dog's worst habit?,: Something most people do early in life rather than later in life.,: Candy what?,"Jason: 5 (6), boots (28), farting, vacation (8) & corn (5)
Jesse: 20, cowboy hat (19), licking (23), college (11) & â€œCrushâ€ (5)
Unsaid #1s: 6, have kids & cane || "
1888,1120,1995,1994,"M-U: Clarks (Kankakee, IL)(Alisha, Tanya, Vincent, Vince & Justin) v. Dawsons",9804,: An occupation whose people should be careful not to get bitten.,: Chicken what?,: A word rhyming w/ â€œbangâ€.,: It's sexy if a man has really long hair; it's not sexy if it's on his what?,: Something people put under a pillow.,"Jason: Lion tamer (4), soup (4), dang (5), butt (12) & tooth (66)
Jesse: Zookeeper (12), breast (2), sang (17), privates (10) & gun (13)
Unsaid #1s: Veterinarian, Little, fang & back || "
1889,1121,1996,1988,"G1: Bonitatibuses (Yorktown, NY)(Lori, Rocky II, Joey, Rocky III & Nicky) v. Zomers",9809,: On the scale when you look in the mirror how much do you like what you see?,: A sport that can be played both indoors & outdoors.,: Something you feel self-conscious about doing alone.,: Your dog's favorite human food.,: Follow your what? (one specific word),"Lori: 8 (15), soccer (23), going to movies (16), steak (40) & heart (43)
Nicky: 10 (5), lacrosse, singing (2), burger (7) & dreams (19)
Unsaid #1s: 7, basketball & dining out"
1890,1121,1991,1994,G2: Kings v. Dawsons,9814,: Acc. to married men when you see your wife naked what's she doing?,: A reason why you're still in bed at 10AM.,: The evening hr. a babysitting job ends.,: Someone you never want to hear say â€œWe have to talkâ€.,: When you've had a bad day at work where do you go after you clock out?,"Nishia: Walking, off from work (8), 5PM (3), ex & bar (35)
Grace: Sex (4), tired (32), 10PM (26), spouse/mate (34) & home (58)
Unsaid #1s: Showering/bathing, sick & 11PM || "
1891,1122,1996,1985,G1: Bonitatibuses v. Smiths,9819,: Acc. to married ladies name a romantic gift your husband hasn't bought you in yrs.,: On the scale how much are you living up to your potential?,: I'd love to be able to rent a private what?,: Something every trial needs.,: A reason a divorced couple might live in the same home.,"Lori: Lingerie (22), 10 (4), jet/plane (28), judge (44) & kids (30)
Rocky III: Flowers (24), 7 (25), boat (16), jury (10) & money/finances
Unsaid #1: Jewelry"
1892,1122,1991,1998,"G2: Kings v. Shinns (Broken Arrow)(Amber, Tasha, Keisha, Crystal & Tabitha)",9824,: How much money would a slot machine jackpot have to be for you to scream?,: Something hot that warms you up on a cold day.,: What buster?,: Someone who tells you you're in trouble.,: A fruit tree.,"Cedric: $1M (21), coffee (28), Dave, mom (32) & orange (6)
Grace: $2M, soup (17), fili (11), principal (4) & apple (59)
Unsaid #1s: $1K, hot chocolate & dust || "
1893,1123,1996,1999,"M-U: Bonitatibuses v. Ervins (Naperville)(Phylicia, Marion, Escortina, Sheatarra & Mya)",9829,: If you could live your life over name someone you'd be nicer to.,: On the scale how fabulous are you?,: A kind of bird you see everyday.,: A U.S. state where the Winters are brutal.,: George who?,"Lori: Teacher (2), 8 (16), pigeon (22), NY (9) & Brown
Rocky III: Mom (28), 7 (16), blue jay (5), VT (2) & Bush (10)
Unsaid #1s: 10, robin, AK & Washington || "
1894,1124,1996,2000,"G1: Bonitatibuses v. Germanys (Vegas)(Alex, Athena, Miguel, Alexis & Lawren)",9834,: Acc. to married women on the scale how hard is it to trade a husband?,: A food that you think should be the national dish of America.,: Something you see at a rodeo.,": Besides pumpkin pie, a kind of pie you have at Thanksgiving.",: Something that people soak.,"Athena: 8 (19), pizza (30), cowboys (17), apple (40) & feet/body (48)
Alex: 10 (33), hamburger (23), bulls/cows, cherry & nails
Unsaid #1: Pecan"
1895,1124,1991,2001,"G2: Kings v. Patels (Boise)(Harsh, Ravi, Lisa, Anisha & Zach)",9840,: Acc. to single women on the scale how much do you like bad boys?,: Coffee what (fill in blank w/ one specific word)?,: Something that might last all night.,: A Thanksgiving food for which you have an old family recipe.,: A reason a woman might pucker her lips.,"Harsh: 5 (12), cup (17), sex (19), gravy & kiss (64)
Ravi: 9 (11), shop (9), sleep (19), mac â€˜n cheese (3) & lipstick (15)
Unsaid #1s: 7, break, party & stuffing || "
1896,1125,2002,2000,"G1: Stewarts (Newbern, TN)(Bobby, Steven, Terrie, Jason & Patricia) v. Germanys",9845,: A place you don't want to be that's impossible to just sneak out of.,: On the scale how soundly do you sleep?,: Something some men wear to church that's not a good look.,: Something you might pop.,: What part of your body would you never want to get older?,"Athena: Church (18), 8 (15), white shoes (4), balloon (36) & face (53)
Alex: Hell, 7 (11), t-shirt (5), pimple/zit (7) & genitals (6)
Unsaid #1s: Work and meeting (tied), 5 & shorts"
1897,1125,2003,2001,"G2: Coffmans (Armuchee, GA)(Jason, Linda, Dawn, Kelli & Jenny) v. Patels",9851,: Because it's heaven the thermostat there is always set to what temperature?,: Grandpa sneezed so hard he broke his what?,: Something dogs catch.,: An occasion when a person might rent a limo.,: A color for a baby's rm.,"Harsh: 65Â° (3), back (8), ball (33), prom (37) & blue (57)
Lisa: 70Â° (25), hip (7), Frisbee (34), wedding & pink
Unsaid #1: Glasses || "
1898,1126,2004,2000,"G1: Talaricos (Nazareth, PA)(Chris, Lisa, Frank, Allie & Andrew) v. Germanys",9856,: Acc. to women out of the 9 justices on the Supreme Court how many should be women?,: A day of the yr. that never lives up to your expectations.,: A reason a burglar decides not to rob your home.,: Kick the what?,: Something women wear that hurts.,"Athena: 9 (17), Christmas (21), gun (4), ball (9) & bra (32)
Alex: 5 (42), New Yr.'s (Eve)(26), alarm (39), bucket (36) & heels
Unsaid #1: Can"
1899,1126,2005,2001,"G2: Parkers (Jackson, MS)(Charles, Damon, Hazel, Micah & Jeremy) v. Patels",9862,: At what age does a man no longer have the strength to fool around?,: Smooth what (fill in blank w/ one word)?,: Something you might accidentally fold up in a sofa bed.,: Something you need rhyming w/ â€œpinkâ€.,: The fruit you like the most in Summer.,"Charles: 30, operator (24), money (6), mink (11) & apple (5)
Damon: 70 (9), criminal (14), keys, ink (4) & watermelon (50)
Unsaid #1s: 100, pillow & clothing (tied) & sink || "
1900,1127,1997,2000,"G1: Smiths (BUF)(Jen, Shannon, Ryan, Josiah & Paul) v. Germanys",9867,: Acc. to men if you became a male jiggalo how much would you charge?,: An animal a pregnant woman feels like.,: Something people chase after.,: A way you might know you were at a cheap wedding.,: A city people win vacations to.,"Athena: $1K (22), elephant (20), money/success (24), cash bar (17) & Vegas (44)
Alex: $500 (21), cow (23), women (15), no cake/food (34) & Hawai'i"
1901,1127,2005,2006,"G2: Parkers v. Dukers (Albany)(Liz, Abby, CJ, Karen & Barney)",9872,: An event in your life where you truly can say you had the time of your life.,: On the scale how popular were you in high school?,: Something people make w/ bananas.,: Someone you don't like to argue w/ but you do it anyway.,: Something that gets plucked.,"CJ: (21st) birthday (9), 7 (20), banana bread (39), mom (21) & hair (54)
Liz: Graduation (13), 6 (15), smoothie (14), spouse/mate (48) & plant
Unsaid #1s: Wedding/honeymoon & 5 || "
1902,1128,2007,2000,"CG: Bechtels (Hampton, GA)(Doria, Steve, Lici, Jon & Annah) v. Germanys ($60,775)",9877,: Acc. to married men on the scale how annoying is your mom-in-law?,: A word rhyming w/ â€œgrumbleâ€.,: A place you've been at 3 in the morning.,: French what?,: Something that's hard to try to find when the power goes out.,"Lici: 8 (11), bumble (8), bar/club (25), fries (31) & flashlight (45)
Jon: 10 (17), fumble (10), WAFFLE HOUSE (19), mime & power switch (7)
Unsaid #1s: 1 & mumble"
1903,1128,2008,2006,"G2: Whitens (Frederick, MD)(Lynn, Whitney, Darryl, Dwayne Jr. & Dwayne Sr.) v. Dukers",9882,: What's the last material you'd want your underwear to be made out of?,: A place grandma hates finding grandpa's teeth.,: Something you go to that you hope doesn't last very long.,: On the scale how satisfying is a hot slice of pizza?,: Something you keep under lock & key.,"CJ: Sandpaper (7), toilet (8), wedding (7), 10 (36) & $ (40)
Liz: Cardboard, floor (4), musical (5), 9 (19) & jewelry (6)
Unsaid #1s: Wool, bed/pillow & church || "
1904,1129,2007,2009,"G1: Bechtels v. Bankses (New Orleans)(Faye, Gizelle, Ryan, Natalie & Artelia)",9887,: A rabbit might say â€œI'm all earsâ€; what animal might say â€œI'm all bottomâ€?,: Something you hope you'll never have to replace.,: A sport that would be hard to play w/ a golf ball.,: How many lbs overweight are most of your friends?,: Something that sucks your blood.,"Gizelle: Dog, hip (7), football (25), 20 (36) & mosquito (41)
Ryan: Rhino (7), spouse/mate (25), basketball (19), 30 (11) & syringe
Unsaid #1: Hippo"
1905,1129,2009.5,2006,"G2: Smiths (POR, OR)(Dianne, Alonzo, Onnie, Gabby & David) v. Dukers",9893,": Acc. to married ladies name something specific, if your husband bought it for you for Christmas, that would be a Christmas miracle.",: An animal whose head's twice as big as yours.,: A word rhyming w/ â€œpopeâ€.,: On the scale how stressful's dating?,: The teenage bank robber had to make his getaway on a what?,"CJ: Diamonds/jewelry (31), lion (21), nope (23), 10 (41) & bicycle (57)
Abby: Dress (2), elephant (23), elope, 9 (20) & car
Unsaid #1s: Car & hope || "
